activityId,activityName,activityType,processInstanceId,taskId,assignee,startTime,endTime,durationInMillis,tenantId
Gateway_1h6hu2r,Exclusive Gateway,exclusiveGateway,ec7653b7-3f16-11eb-9593-2ee820bf2e10,NULL,NULL,2020-12-15 22:03:59.59,2020-12-15 22:03:59.59,0,demo
Gateway_1hf2grb,OrderType?,exclusiveGateway,260dbb3f-3f11-11eb-9593-2ee820bf2e10,NULL,NULL,2020-12-15 21:07:45.45,2020-12-15 21:07:45.45,0,demo
Gateway_1hf2grb,OrderType?,exclusiveGateway,80b677ff-3fe3-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:13:18.18,2020-12-16 22:13:18.18,2,demo
Gateway_1hf2grb,OrderType?,exclusiveGateway,83468421-3fe1-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 21:59:12.12,2020-12-16 21:59:12.12,2,demo
Gateway_1hf2grb,OrderType?,exclusiveGateway,a5caebb2-3fe2-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:10:37.37,2020-12-16 22:10:37.37,1,demo
Gateway_1hf2grb,OrderType?,exclusiveGateway,cd743ac6-3fe1-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:01:10.10,2020-12-16 22:01:10.10,0,demo
Gateway_1hf2grb,OrderType?,exclusiveGateway,ec7653b7-3f16-11eb-9593-2ee820bf2e10,NULL,NULL,2020-12-15 21:51:05.05,2020-12-15 21:51:05.05,0,demo
Gateway_1qkdom8,Exclusive Gateway,exclusiveGateway,260dbb3f-3f11-11eb-9593-2ee820bf2e10,NULL,NULL,2020-12-15 21:37:17.17,2020-12-15 21:37:17.17,0,demo
Gateway_1qkdom8,Exclusive Gateway,exclusiveGateway,80b677ff-3fe3-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:14:09.09,2020-12-16 22:14:09.09,0,demo
Gateway_1qkdom8,Exclusive Gateway,exclusiveGateway,83468421-3fe1-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 21:59:42.42,2020-12-16 21:59:42.42,1,demo
Gateway_1qkdom8,Exclusive Gateway,exclusiveGateway,a5caebb2-3fe2-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:11:02.02,2020-12-16 22:11:02.02,1,demo
Gateway_1qkdom8,Exclusive Gateway,exclusiveGateway,cd743ac6-3fe1-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:01:25.25,2020-12-16 22:01:25.25,0,demo
Gateway_1qkdom8,Exclusive Gateway,exclusiveGateway,ec7653b7-3f16-11eb-9593-2ee820bf2e10,NULL,NULL,2020-12-15 21:59:32.32,2020-12-15 21:59:32.32,0,demo
PharmacyBot,Start Pharmacy Bot,startEvent,260dbb3f-3f11-11eb-9593-2ee820bf2e10,NULL,NULL,2020-12-15 21:07:25.25,2020-12-15 21:07:25.25,0,demo
PharmacyBot,Start Pharmacy Bot,startEvent,80b677ff-3fe3-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:13:11.11,2020-12-16 22:13:11.11,1,demo
PharmacyBot,Start Pharmacy Bot,startEvent,83468421-3fe1-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 21:58:57.57,2020-12-16 21:58:57.57,4,demo
PharmacyBot,Start Pharmacy Bot,startEvent,a5caebb2-3fe2-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:07:04.04,2020-12-16 22:07:04.04,1,demo
PharmacyBot,Start Pharmacy Bot,startEvent,cd743ac6-3fe1-11eb-9139-ae3f3df38a4e,NULL,NULL,2020-12-16 22:01:01.01,2020-12-16 22:01:01.01,0,demo
PharmacyBot,Start Pharmacy Bot,startEvent,ec7653b7-3f16-11eb-9593-2ee820bf2e10,NULL,NULL,2020-12-15 21:48:45.45,2020-12-15 21:48:45.45,0,demo
